Date,Text,Media URLs
2026/08/14 13:00,"A CV that fits the job, not a template with your name in it.

Paste your CV and the advert. We rewrite it to that exact role, in your own words, with a hard honesty check so nothing's invented and the AI clichés are stripped out. Then pick from 21 designs and download as Word or PDF.

From £5 for four CVs. About the price of a coffee.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-08-14_Facebook_CV-Rewrite.png
2026/08/17 13:00,"Walk in ready.

Paste your CV and the job spec, answer a few questions by voice or text, and get a fully-researched interview prep report back in minutes, company research, your pitch, sharp questions, STAR answers.

£15 a report. No subscription, just the report.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-17_Facebook_Interview-Prep.png
2026/08/19 13:00,"Rewrite the CV. Prep the interview. That's the whole job hunt, in two tools.

CV Rewrite from £5. Interview Prep, £15 a report. Built by the same people who write the free guides.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-19_Facebook_Cross-sell.png
2026/08/21 13:00,"Don't let AI write your CV, recruiters spot it in seconds.

Ours tailors your real experience to the exact advert and honesty-checks it: clichés out, your voice in. Use AI to sharpen, not to speak for you.

From £5 for four CVs.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-08-21_Facebook_CV-Rewrite.png
2026/08/24 13:00,"Most interview prep is a generic PDF everyone gets.

Ours is built fresh from your CV and the actual job, real company research, sourced and linked, plus an honest gap analysis of where you're strong and where you're not.

£15 a report. No subscription.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-24_Facebook_Interview-Prep.png
2026/08/26 13:00,"Stop applying for 200 jobs.

Apply for two, and make your CV land hard on each one. Paste your CV and the advert, get a tailored version in minutes.

From £5 for four CVs.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-08-26_Facebook_CV-Rewrite.png
2026/08/28 13:00,"'Tell me about yourself', sorted.

We build your opening pitch from your real CV, weighted to the actual job. Plus sharp questions to ask and your experience tidied into clean STAR answers.

£15 a report. No subscription.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-28_Facebook_Interview-Prep.png
2026/08/31 13:00,"Free to learn it yourself. Cheap to have it done.

The field guides, dispatches and Loudspeaker email stay free, always. If you want the shortcut: CV Rewrite £5, Interview Prep £15 a report.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-08-31_Facebook_Cross-sell.png
2026/09/02 13:00,"'Microsoft Office' is not a skill.

Your skills section should do work, not take up space. We pull the real, provable things that make you right for the advert, and cut the filler that's on everyone else's CV.

From £5. 21 designs, Word or PDF.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-02_Facebook_CV-Rewrite.png
2026/09/04 13:00,"10 minutes to fill in. Under 2 minutes to get it back.

A full, personalised interview prep report: company research, your pitch, questions worth asking, and STAR answers from your real experience.

£15 a report. No subscription.

#InterviewPrep #InterviewTips #JobInterview #JobSearch #CareerAdvice

https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-04_Facebook_Interview-Prep.png
2026/09/07 13:00,"The CV gets you the interview. The prep gets you the offer.

We built a tool for each, after nine years on the recruiter's side of the desk. £5 and £15. Coffee money, both of them.

#JobSearch #JobHunting #CareerAdvice #InterviewPrep #CVTips

CV: https://cv.the-common-people.com  |  Prep: https://the-common-people.com/prep-report",https://the-common-people.com/social/2026-09-07_Facebook_Cross-sell.png
2026/09/09 13:00,"Four tailored CVs for a fiver.

Not four copies, four versions, each tuned to a specific advert, in your voice, honesty-checked. No subscription.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-09_Facebook_CV-Rewrite.png
2026/09/11 13:00,"A CV that fits the job, not a template with your name in it.

Paste your CV and the advert. We rewrite it to that exact role, in your own words, with a hard honesty check so nothing's invented and the AI clichés are stripped out. Then pick from 21 designs and download as Word or PDF.

From £5 for four CVs. About the price of a coffee.

#CVTips #JobSearch #CVWriting #JobHunting #CareerAdvice

https://cv.the-common-people.com",https://the-common-people.com/social/2026-09-11_Facebook_CV-Rewrite.png
